,text,score
291,raymond  focus on branded offerings should help boost sales   profitability in long term,1.0
292,cash flow from operations in january december was a negative eur 1 mn compared to eur 0 mn in the corresponding period in   ,-1.0
293,among the biggest christmas sellers were a  satin bow shift dress styled on outfits worn by victoria beckham and a  paris hilton prom dress   ,0.0
294,expect more downside in the it  pharma stocks  sandeep wagle,-1.0
295,finnish fibers and plastic products maker suominen corporation said its net loss narrowed to 6 mln euro   0 mln in the first nine months of from 16 mln euro   7 mln in the same period of   ,1.0
296,   we hope to clarify our policies to finnish businesses where there are any gray areas      motlanthe said   ,0.0
297,the company is also seeking possibilities to relocate the luumaki personnel   some people   to other upm mills   ,0.0
298,european shares led lower by germany dax  sensitive to ukraine crisis,-1.0
299, analysts are bullish  expecting the  spx to rally to above within months  stocks  markets  economy  investing  f ,1.0
300,hostess brands inc  twnk insider sells  028 78 in stock https   t co 5f9hazulwf  stocks,-1.0
301,we look forward to take part in the future development of the company      says tomas billing   president of nordstjernan   ,0.0
302,before fki   john jiang has worked in several general manager or senior business consultant positions for international companies in china   ,0.0
303,the announcement pushed freenet shares down 3     or eur0    in frankfurt trade to eur10  as investors gave up hope united internet ag and drillisch would pursue their own takeover and breakup of freenet   ,-1.0
304, uk   msft broke a new historic high  settling  8  to  80  a day for nadella and team to celebrate   https  ,1.0
305,revision in contract between rasgas and petronet to benefit tile makers like kajaria and prism,1.0
306,hsil falls nearly  after approving qip at discount to floor price,-1.0
307,according to the original merger plan   scanfil would get a   stake in the combined business   ,0.0
308,the bristol port company has sealed a one million pound contract with cooper specialised handling to supply it with four tonne   customised reach stackers from konecranes   ,1.0
309,the costanza light   with an aluminum base and washable shade   comes in white   pistachio   orange   blue and red   ,0.0
310,praj industries back on growth track with ethanol business revival  ganga project and margin play,1.0
311,tecnomen   headquartered in espoo   finland   develops messaging and charging solutions for telecomms operators and service providers worldwide   ,0.0
312,alfa group will have 9   of voting stock in the new company and telenor 4   with a free float of 7     ,0.0
313,suomen paikallissanomat oy is part of alma media group and it currently publishes local newspapers across finland   ,0.0
314,alexandria   va    may    kenneth bower of vista   calif    has developed an ornamental design for a handset   the u s  patent   trademark office announced   ,0.0
315,grab this  opportunity    offer valid till 04  required capital  rs  lac  committed return  rs  lac   5 lac   rs  5 lac  time  15 months   stocks cash future  index future     option  gold  silver  crudeoil  copper  naturalgas  nickel   charge  rs 70 lac,1.0
316,the company confirmed its estimate for lower revenue for the whole than the year ago eur93  m as given in the interim report on august   ,-1.0
317,revenue in the quarter fell percent to   euro   4 billion compared to a year earlier   ,-1.0
318,and when it has lifted the veil on the various types of customer for which it designs its phones   the result is social stereotyping taken to a fine art   ,0.0
319,belarus oao lidskoe pivo brewery   based in the grodno region   reported a 1   decrease in output to 045 million decaliters in january march   a representative in the administration of the company told   ,-1.0
320,commodity stocks like hindalco  nalco will remain under pressure in near term  vijay bhambwani,-1.0
321,the market share of volkswagen passenger cars in finland was 1 percent   audi had a market share of 1 percent and seat  s share was 9 percent   ,0.0
322, ewj https   t co zticvyqtx7 pot  cont  downtrend intraweek 60m 15m 4m combo chart  nikkei  stocks https   t co iri1qquxha,-1.0
323,we went to the market with yield guidance of the 25   area   which gave us the flexibility to go up or down by 8th   ,0.0
324,since the association  s data do not cover sales figures from about small local breweries and sales of imported beer products   the actual market shares of its members are smaller than those given in the report   ,-1.0
325,refined soya oil remains weak in futures trade on low demand,-1.0
326,finnish it consultancy satama interactive oyj posted a net profit of 4 mln euro   0 mln for the first nine months of   compared to a net loss of 000 euro   000 for the same period of   ,1.0
327,elcoteq  s electronics manufacturing services   ems   business segment serves customers globally in engineering   manufacturing and fulfillment services   ,0.0
328, february   finnish broadband data communication systems provider teleste oyj hel   tlt1v said wednesday its net profit rocketed to eur4  m in from eur416  in and it lifted its dividend proposal   ,1.0
329,alexandria   va    oct     hans otto scheck of espoo   finland   has developed a method of identifying remote radio units in a communication system   ,0.0
330,psu banks are being impacted due to stress on asset quality  pankaj pandey  head research  icicidirect com,-1.0
331,the pilot project proved that rifd technology is ideal for our purposes      comments olli saarinen   material handling supervisor at yara   ,1.0
332,finnish bank alandsbanken said monday it will buy the swedish operations of iceland  s troubled kaupthing bank for million kronor   5 million in cash   ,0.0
333,london copper near year lows  plunge in miner shares spooks market,-1.0
334,in the reporting period   the company  s operating profit grew by 2   to eur million   ,1.0
335,budget  defence stocks plunge upto  despite arun jaitley raising fdi limit to ,-1.0
336,the fair value change of investment properties was eur 8 mn   compared to eur 9 mn in the third quarter of   ,-1.0
337,yara suomi ltd also provides nitrogen chemicals and technical nitrates to various sectors of industry   as well as products used in environmental protection   ,0.0
